"","Airport.Name","Total Flights","Delayed Flights","Delayed Percentage"
"7482","Slave Lake Airport",12,4,33.3333333333333
"7483","Slayton Municipal Airport",14,5,35.7142857142857
"7484","Sleetmute Airport",11,6,54.5454545454545
"7485","Sliač Airport",7,2,28.5714285714286
"7486","Sligo Airport",10,3,30
"7487","Sloulin Field International Airport",13,2,15.3846153846154
"7488","Smara Airport",11,5,45.4545454545455
"7489","Smith Field",20,6,30
"7490","Smith Point Airport",9,3,33.3333333333333
"7491","Smith Reynolds Airport",5,1,20
"7492","Smithers Airport",9,3,33.3333333333333
"7493","Smiths Falls-Montague (Russ Beach) Airport",13,7,53.8461538461538
"7494","Smithton Airport",10,1,10
"7495","Smolensk North Airport",2,0,0
"7496","Smyrna Airport",11,3,27.2727272727273
"7497","Snake Bay Airport",12,4,33.3333333333333
"7498","Snap Lake Airport",11,2,18.1818181818182
"7499","Snohomish County (Paine Field) Airport",9,3,33.3333333333333
"7500","Soalala Airport",12,2,16.6666666666667
"7501","Sochi International Airport",9,5,55.5555555555556
"7502","Socotra International Airport",10,6,60
"7503","Sodankyla Airport",10,2,20
"7504","Soddu Airport",6,3,50
"7505","Soekarno-Hatta International Airport",11,5,45.4545454545455
"7506","Soesterberg Air Base",20,6,30
"7507","Soewondo Air Force Base",10,4,40
"7508","Sofia Airport",9,2,22.2222222222222
"7509","Sogndal Airport",6,3,50
"7510","Sohag International Airport",9,3,33.3333333333333
"7511","Sohar Airport",12,2,16.6666666666667
"7512","Sokcho (Mulchi Airfield) (G-407/K-50) Airport",7,2,28.5714285714286
"7513","Soko Airport",8,0,0
"7514","Sokol Airport",10,5,50
"7515","Sola Airport",9,2,22.2222222222222
"7516","Solano Airport",18,5,27.7777777777778
"7517","Solapur Airport",8,3,37.5
"7518","Soldotna Airport",13,6,46.1538461538462
"7519","Soledade Airport",9,2,22.2222222222222
"7520","Solenzara (BA 126) Air Base",11,3,27.2727272727273
"7521","Solita Airport",15,2,13.3333333333333
"7522","Solomon Airport",10,2,20
"7523","Solomon State Field",7,4,57.1428571428571
"7524","Solovki Airport",10,4,40
"7525","Solwesi Airport",11,5,45.4545454545455
"7526","Sonari Airport",9,1,11.1111111111111
"7527","Sondok Airport",8,2,25
"7528","Songea Airport",15,7,46.6666666666667
"7529","Songkhla Airport",16,4,25
"7530","Songwe Airport",16,7,43.75
"7531","Songyuan Chaganhu Airport",21,8,38.0952380952381
"7532","Sopu Airport",7,5,71.4285714285714
"7533","Soroako Airport",7,1,14.2857142857143
"7534","Sorocaba Airport",9,4,44.4444444444444
"7535","Soroti Airport",15,3,20
"7536","Souanke Airport",18,6,33.3333333333333
"7537","Soummam Airport",7,3,42.8571428571429
"7538","Soure Airport",10,4,40
"7539","South Arkansas Regional At Goodwin Field",10,4,40
"7540","South Bend Regional Airport",14,4,28.5714285714286
"7541","South Big Horn County Airport",9,3,33.3333333333333
"7542","South Bimini Airport",6,2,33.3333333333333
"7543","South Caicos Airport",9,3,33.3333333333333
"7544","South Cariboo Region / 108 Mile Airport",9,3,33.3333333333333
"7545","South Galway Airport",6,3,50
"7546","South Goulburn Is Airport",16,3,18.75
"7547","South Indian Lake Airport",12,4,33.3333333333333
"7548","South Jersey Regional Airport",9,5,55.5555555555556
"7549","South Molle Island Helipad",13,4,30.7692307692308
"7550","South Naknek Nr 2 Airport",11,2,18.1818181818182
"7551","Southampton Airport",17,5,29.4117647058824
"7552","Southdowns Airport",18,9,50
"7553","Southeast Iowa Regional Airport",10,4,40
"7554","Southeast Texas Regional Airport",14,3,21.4285714285714
"7555","Southend Airport",9,2,22.2222222222222
"7556","Southern California Logistics Airport",12,8,66.6666666666667
"7557","Southern Cross Airport",14,3,21.4285714285714
"7558","Southern Illinois Airport",6,2,33.3333333333333
"7559","Southern Seaplane Airport",15,5,33.3333333333333
"7560","Southern Wisconsin Regional Airport",12,6,50
"7561","Southport Airport",18,4,22.2222222222222
"7562","Southwest Bay Airport",14,5,35.7142857142857
"7563","Southwest Florida International Airport",16,2,12.5
"7564","Southwest Georgia Regional Airport",8,3,37.5
"7565","Southwest Michigan Regional Airport",13,4,30.7692307692308
"7566","Southwest Minnesota Regional Airport - Marshall/Ryan Field",12,3,25
"7567","Southwest Oregon Regional Airport",5,3,60
"7568","Southwest Washington Regional Airport",11,3,27.2727272727273
"7569","Southwest Wyoming Regional Airport",12,5,41.6666666666667
"7570","Sovetskiy Airport",17,6,35.2941176470588
"7571","Soyo Airport",12,4,33.3333333333333
"7572","Space Coast Regional Airport",10,5,50
"7573","Spangdahlem Air Base",10,2,20
"7574","Sparrevohn LRRS Airport",9,2,22.2222222222222
"7575","Sparta Community Hunter Field",9,5,55.5555555555556
"7576","Sparta Fort Mc Coy Airport",11,4,36.3636363636364
"7577","Spartanburg Downtown Memorial Airport",9,1,11.1111111111111
"7578","Sparti Airport",18,7,38.8888888888889
"7579","Spencer Municipal Airport",8,2,25
"7580","Spichenkovo Airport",10,1,10
"7581","Spirit Lake Municipal Airport",16,6,37.5
"7582","Spirit of St Louis Airport",7,1,14.2857142857143
"7583","Splane Memorial Airport",14,4,28.5714285714286
"7584","Split Airport",9,4,44.4444444444444
"7585","Spokane International Airport",20,8,40
"7586","Spriggs Payne Airport",12,8,66.6666666666667
"7587","Spring Creek Airport",9,3,33.3333333333333
"7588","Spring Point Airport",10,4,40
"7589","Springbok Airport",12,3,25
"7590","Springdale Municipal Airport",14,5,35.7142857142857
"7591","Springfield Branson National Airport",13,2,15.3846153846154
"7592","Springfield-Beckley Municipal Airport",11,5,45.4545454545455
"7593","Springvale Airport",20,5,25
"7594","Squamish Airport",16,6,37.5
"7595","Srednekolymsk Airport",8,3,37.5
"7596","Sri Guru Ram Dass Jee International Airport",12,3,25
"7597","Sri Sathya Sai Airport",12,3,25
"7598","St Angelo Airport",13,5,38.4615384615385
"7599","St Aubin Airport",7,0,0
"7600","St Augustin Airport",7,4,57.1428571428571
"7601","St Catherine International Airport",8,4,50
"7602","St Clair County Airport",9,9,100
"7603","St Clair County International Airport",8,3,37.5
"7604","St Cloud Regional Airport",12,2,16.6666666666667
"7605","St Gallen Altenrhein Airport",9,3,33.3333333333333
"7606","St George Airport",13,6,46.1538461538462
"7607","St George Municipal Airport",11,1,9.09090909090909
"7608","St Helens Airport",12,1,8.33333333333333
"7609","St Jean Airport",11,1,9.09090909090909
"7610","St Johns Industrial Air Park",13,3,23.0769230769231
"7611","St Leonard Airport",9,2,22.2222222222222
"7612","St Louis Downtown Airport",7,2,28.5714285714286
"7613","St Louis Lambert International Airport",10,2,20
"7614","St Louis Regional Airport",11,5,45.4545454545455
"7615","St Lucie County International Airport",8,5,62.5
"7616","St Mary's Airport",14,4,28.5714285714286
"7617","St Marys Municipal Airport",5,1,20
"7618","St Michael Airport",7,2,28.5714285714286
"7619","St Paul Downtown Holman Field",11,6,54.5454545454545
"7620","St Paul Island Airport",7,1,14.2857142857143
"7621","St Petersburg Clearwater International Airport",20,5,25
"7622","St Pierre Airport",14,4,28.5714285714286
"7623","St Thomas Municipal Airport",13,5,38.4615384615385
"7624","St-François Airport",12,2,16.6666666666667
"7625","St. Anthony Airport",12,2,16.6666666666667
"7626","St. Helena Airport",11,6,54.5454545454545
"7627","St. John's International Airport",11,1,9.09090909090909
"7628","St. Lewis (Fox Harbour) Airport",3,2,66.6666666666667
"7629","St. Mary's Airport",20,9,45
"7630","St. Mary's County Regional Airport",12,6,50
"7631","St. Paul Airport",8,2,25
"7632","St. Peter-Ording Airport",12,3,25
"7633","St. Theresa Point Airport",12,7,58.3333333333333
"7634","Stafsberg Airport",14,4,28.5714285714286
"7635","Stan Stamper Municipal Airport",8,1,12.5
"7636","Staniel Cay Airport",11,4,36.3636363636364
"7637","Stanthorpe Airport",13,7,53.8461538461538
"7638","Stanton Airfield",7,0,0
"7639","Stara Zagora Airport",8,3,37.5
"7640","Staroselye Airport",11,3,27.2727272727273
"7641","Statesboro Bulloch County Airport",10,6,60
"7642","Statesville Regional Airport",12,3,25
"7643","Stauning Airport",8,1,12.5
"7644","Stavanger Airport Sola",7,2,28.5714285714286
"7645","Stavropol Shpakovskoye Airport",13,6,46.1538461538462
"7646","Stawell Airport",11,2,18.1818181818182
"7647","Steamboat Bay Seaplane Base",10,3,30
"7648","Steamboat Springs Bob Adams Field",13,3,23.0769230769231
"7649","Stebbins Airport",10,2,20
"7650","Stella Maris Airport",11,7,63.6363636363636
"7651","Stenkol Airport",5,3,60
"7652","Stephens County Airport",12,6,50
"7653","Stephens Island Seaplane Base",13,4,30.7692307692308
"7654","Stephenville Airport",10,2,20
"7655","Stephenville Clark Regional Airport",15,5,33.3333333333333
"7656","Sterling Municipal Airport",12,5,41.6666666666667
"7657","Stevens Field",9,1,11.1111111111111
"7658","Stevens Point Municipal Airport",9,3,33.3333333333333
"7659","Stevens Village Airport",15,3,20
"7660","Stewart Airport",7,1,14.2857142857143
"7661","Stewart International Airport",16,8,50
"7662","Stillwater Regional Airport",12,2,16.6666666666667
"7663","Stinson Municipal Airport",5,3,60
"7664","Stockholm Airport",10,5,50
"7665","Stockholm Skavsta Airport",10,3,30
"7666","Stockholm Västerås Airport",8,3,37.5
"7667","Stockholm-Arlanda Airport",11,5,45.4545454545455
"7668","Stockholm-Bromma Airport",7,2,28.5714285714286
"7669","Stockton Metropolitan Airport",9,3,33.3333333333333
"7670","Stoelmanseiland Airport",7,1,14.2857142857143
"7671","Stokmarknes Skagen Airport",6,1,16.6666666666667
"7672","Stony Rapids Airport",11,4,36.3636363636364
"7673","Stony River 2 Airport",9,5,55.5555555555556
"7674","Stord Airport",12,2,16.6666666666667
"7675","Storm Lake Municipal Airport",14,5,35.7142857142857
"7676","Stornoway Airport",12,3,25
"7677","Storuman Airport",15,5,33.3333333333333
"7678","Strahan Airport",8,3,37.5
"7679","Strasbourg Airport",5,4,80
"7680","Strathmore Airport",16,6,37.5
"7681","Straubing Airport",7,2,28.5714285714286
"7682","Streaky Bay Airport",8,2,25
"7683","Strezhevoy Airport",12,4,33.3333333333333
"7684","Stronsay Airport",8,2,25
"7685","Strother Field",11,1,9.09090909090909
"7686","Stroud Municipal Airport",12,4,33.3333333333333
"7687","Stroudsburg Pocono Airport",7,2,28.5714285714286
"7688","Stuart Island Airpark",12,3,25
"7689","Stuart Island Airstrip",9,6,66.6666666666667
"7690","Stung Treng Airport",13,4,30.7692307692308
"7691","Sturt Creek Airport",6,2,33.3333333333333
"7692","Stuttgart Airport",10,3,30
"7693","Stuttgart Municipal Airport / Carl Humphrey Field",10,1,10
"7694","Stykkishólmur Airport",14,4,28.5714285714286
"7695","Sua Pan Airport",9,4,44.4444444444444
"7696","Suabi Airport",18,9,50
"7697","Suai Airport",12,3,25
"7698","Suavanao Airport",14,9,64.2857142857143
"7699","Sub Teniente Nestor Arias Airport",9,3,33.3333333333333
"7700","Subic Bay International Airport",10,4,40
"7701","Suboficial Ay Santiago Germano Airport",9,4,44.4444444444444
"7702","Suceava Stefan cel Mare Airport",13,5,38.4615384615385
"7703","Sucua Airport",15,5,33.3333333333333
"7704","Sudbury Airport",12,4,33.3333333333333
"7705","Suffield Heliport",15,6,40
"7706","Sugar Land Regional Airport",18,5,27.7777777777778
"7707","Sugimanuru Airport",14,4,28.5714285714286
"7708","Sugraly Airport",12,2,16.6666666666667
"7709","Sui Airport",13,5,38.4615384615385
"7710","Suia-Missu Airport",7,3,42.8571428571429
"7711","Sukhothai Airport",9,2,22.2222222222222
"7712","Sukhumi Dranda Airport",10,4,40
"7713","Suki Airport",10,4,40
"7714","Sukkur Airport",9,3,33.3333333333333
"7715","Sulaco Airport",12,4,33.3333333333333
"7716","Sulayel Airport",8,1,12.5
"7717","Sulaymaniyah International Airport",13,4,30.7692307692308
"7718","Sule Airport",18,6,33.3333333333333
"7719","Sullivan Bay Seaplane Base",10,3,30
"7720","Sullivan County Airport",7,2,28.5714285714286
"7721","Sullivan County International Airport",15,5,33.3333333333333
"7722","Sulphur Springs Municipal Airport",14,1,7.14285714285714
"7723","Sultan Abdul Aziz Shah International Airport",10,3,30
"7724","Sultan Abdul Halim Airport",15,5,33.3333333333333
"7725","Sultan Aji Muhamad Sulaiman Airport",8,2,25
"7726","Sultan Azlan Shah Airport",11,2,18.1818181818182
"7727","Sultan Bantilan Airport",14,5,35.7142857142857
"7728","Sultan Iskandar Muda International Airport",13,3,23.0769230769231
"7729","Sultan Ismail Petra Airport",11,1,9.09090909090909
"7730","Sultan Khairun Babullah Airport",8,4,50
"7731","Sultan Mahmud Airport",7,2,28.5714285714286
"7732","Sultan Mahmud Badaruddin II Airport",7,2,28.5714285714286
"7733","Sultan Syarif Kasim Ii (Simpang Tiga) Airport",12,6,50
"7734","Sultan Thaha Airport",10,7,70
"7735","Sumbawa Besar Airport",11,1,9.09090909090909
"7736","Sumbawanga Airport",8,3,37.5
"7737","Sumbe Airport",7,2,28.5714285714286
"7738","Sumburgh Airport",3,1,33.3333333333333
"7739","Summer Beaver Airport",10,5,50
"7740","Summerside Airport",14,8,57.1428571428571
"7741","Summit Airport",11,3,27.2727272727273
"7742","Sumter Airport",10,5,50
"7743","Sumy Airport",9,5,55.5555555555556
"7744","Sunan Shuofang International Airport",12,4,33.3333333333333
"7745","Sunchales Aeroclub Airport",7,2,28.5714285714286
"7746","Sundsvall-Härnösand Airport",15,11,73.3333333333333
"7747","Sungai Pakning Bengkalis Airport",7,0,0
"7748","Sungai Tiang Airport",5,1,20
"7749","Sungei Tekai Airport",13,7,53.8461538461538
"7750","Sunriver Airport",8,2,25
"7751","Sunshine Coast Airport",11,3,27.2727272727273
"7752","Suntar Airport",16,2,12.5
"7753","Sunyani Airport",11,2,18.1818181818182
"7754","Supadio Airport",10,6,60
"7755","Suprunovka Airport",5,3,60
"7756","Sur Airport",12,4,33.3333333333333
"7757","Surat Airport",9,3,33.3333333333333
"7758","Surat Thani Airport",10,4,40
"7759","Surgut Airport",11,6,54.5454545454545
"7760","Suria Airport",9,5,55.5555555555556
"7761","Surigao Airport",12,5,41.6666666666667
"7762","Surin Airport",15,4,26.6666666666667
"7763","Surkhet Airport",11,4,36.3636363636364
"7764","Susanville Municipal Airport",11,2,18.1818181818182
"7765","Sussex County Airport",12,2,16.6666666666667
"7766","Suvarnabhumi Airport",13,7,53.8461538461538
"7767","Suwon Airport",6,4,66.6666666666667
"7768","Suzhou Guangfu Airport",9,2,22.2222222222222
"7769","Svalbard Airport, Longyear",12,3,25
"7770","Sveg Airport",15,3,20
"7771","Svetlaya Airport",12,5,41.6666666666667
"7772","Svolvær Helle Airport",10,6,60
"7773","Swan Hill Airport",11,5,45.4545454545455
"7774","Swan River Airport",7,1,14.2857142857143
"7775","Swansea Airport",10,5,50
"7776","Swift Current Airport",8,5,62.5
"7777","Syamsudin Noor Airport",13,3,23.0769230769231
"7778","Syangboche Airport",11,3,27.2727272727273
"7779","Sydney / J.A. Douglas McCurdy Airport",8,4,50
"7780","Sydney Bankstown Airport",9,2,22.2222222222222
"7781","Sydney Kingsford Smith International Airport",15,2,13.3333333333333
"7782","Syktyvkar Airport",9,5,55.5555555555556
"7783","Sylvester Airport",5,1,20
"7784","Syracuse Hancock International Airport",7,4,57.1428571428571
"7785","Syros Airport",9,3,33.3333333333333
"7786","Syukuran Aminuddin Amir Airport",16,5,31.25
"7787","Sywell Aerodrome",15,2,13.3333333333333
"7788","Szczecin-Goleniów ""Solidarność"" Airport",9,5,55.5555555555556
"7789","Sármellék International Airport",13,5,38.4615384615385
"7790","São Borja Airport",11,6,54.5454545454545
"7791","São Filipe Airport",11,6,54.5454545454545
"7792","São Félix do Araguaia Airport",10,5,50
"7793","São Félix do Xingu Airport",7,2,28.5714285714286
"7794","São Gabriel Airport",13,6,46.1538461538462
"7795","São Gabriel da Cachoeira Airport",6,4,66.6666666666667
"7796","São Joaquim Airport",8,3,37.5
"7797","São Joaquim da Barra Airport",7,3,42.8571428571429
"7798","São Jorge Airport",11,6,54.5454545454545
"7799","São José Airport",9,3,33.3333333333333
"7800","São Lourenço Airport",8,5,62.5
"7801","São Lourenço do Sul Airport",14,3,21.4285714285714
"7802","São Mateus Airport",9,3,33.3333333333333
"7803","São Miguel do Araguaia Airport",11,2,18.1818181818182
"7804","São Miguel do Oeste Airport",7,3,42.8571428571429
"7805","São Pedro Airport",8,5,62.5
"7806","São Pedro da Aldeia Airport",8,5,62.5
"7807","São Sepé Airport",12,6,50
"7808","São Tomé International Airport",9,4,44.4444444444444
"7809","Sélibaby Airport",9,2,22.2222222222222
"7810","Sóc Trăng Airport",8,5,62.5
"7811","Sócrates Mariani Bittencourt Airport",11,5,45.4545454545455
"7812","Sócrates Rezende Airport",12,2,16.6666666666667
"7813","Söderhamn Airport",9,4,44.4444444444444
"7814","Sønderborg Airport",7,4,57.1428571428571
"7815","Sørkjosen Airport",13,7,53.8461538461538
"7816","Süleyman Demirel International Airport",12,2,16.6666666666667
"7817","TSTC Waco Airport",6,1,16.6666666666667
"7818","Ta'izz International Airport",11,3,27.2727272727273
"7819","Taba International Airport",8,0,0
"7820","Tabal Airstrip",10,2,20
"7821","Tabarka 7 Novembre Airport",12,4,33.3333333333333
"7822","Tabas Airport",14,5,35.7142857142857
"7823","Tabatinga Airport",6,5,83.3333333333333
"7824","Tabibuga Airport",13,5,38.4615384615385
"7825","Tabiteuea North Airport",12,4,33.3333333333333
"7826","Tabiteuea South Airport",10,4,40
"7827","Tableland Homestead Airport",14,5,35.7142857142857
"7828","Tabora Airport",6,1,16.6666666666667
"7829","Tabou Airport",12,7,58.3333333333333
"7830","Tabriz International Airport",7,4,57.1428571428571
"7831","Tabuaeran Island Airport",12,5,41.6666666666667
"7832","Tabubil Airport",10,2,20
"7833","Tabuk Airport",14,5,35.7142857142857
"7834","Tacheng Airport",13,1,7.69230769230769
"7835","Tachileik Airport",4,1,25
"7836","Tacoma Narrows Airport",7,2,28.5714285714286
"7837","Tacuarembo Airport",5,0,0
"7838","Tadji Airport",14,6,42.8571428571429
"7839","Tadjoura Airport",9,1,11.1111111111111
"7840","Tadoule Lake Airport",11,5,45.4545454545455
"7841","Taean Airport",6,1,16.6666666666667
"7842","Tafaraoui Airport",7,3,42.8571428571429
"7843","Taftan Airport",13,6,46.1538461538462
"7844","Taganrog Yuzhny Airport",16,7,43.75
"7845","Tagbilaran Airport",11,3,27.2727272727273
"7846","Taguatinga Airport",8,4,50
"7847","Tagula Airport",6,1,16.6666666666667
"7848","Taharoa Aerodrome",6,2,33.3333333333333
"7849","Tahneta Pass Airport",7,4,57.1428571428571
"7850","Tahoua Airport",15,3,20
"7851","Tahsis Seaplane Base",8,4,50
"7852","Taichung Airport",10,4,40
"7853","Taichung Ching Chuang Kang Airport",19,5,26.3157894736842
"7854","Tainan Airport",6,3,50
